rocid,slot,channel,group,hits_per_frame
44,18,7,dcrb,7.131
53,7,19,dcrb,7.13
44,19,66,dcrb,7.129
53,18,19,dcrb,7.128
53,7,65,dcrb,7.124
53,18,41,dcrb,7.121
53,18,28,dcrb,7.119
44,7,71,dcrb,7.117
53,8,4,dcrb,7.115
53,7,81,dcrb,7.109
53,8,26,dcrb,7.109
53,7,74,dcrb,7.107
53,7,84,dcrb,7.104
44,3,11,dcrb,7.1
44,7,82,dcrb,7.095
44,3,43,dcrb,7.091
44,7,59,dcrb,7.09
44,3,14,dcrb,7.089
53,7,59,dcrb,7.089
44,7,84,dcrb,7.088
44,7,89,dcrb,7.088
53,7,93,dcrb,7.088
53,7,87,dcrb,7.087
44,18,19,dcrb,7.084
44,14,87,dcrb,7.083
44,18,31,dcrb,7.083
53,18,40,dcrb,7.083
44,14,89,dcrb,7.081
53,3,58,dcrb,7.079
44,7,78,dcrb,7.077
53,18,20,dcrb,7.076
44,3,27,dcrb,7.075
53,8,50,dcrb,7.074
44,8,19,dcrb,7.072
44,18,36,dcrb,7.072
44,7,65,dcrb,7.07
44,7,76,dcrb,7.07
44,18,48,dcrb,7.069
53,18,63,dcrb,7.067
44,14,86,dcrb,7.065
53,14,83,dcrb,7.065
53,18,76,dcrb,7.065
44,8,43,dcrb,7.058
53,7,67,dcrb,7.058
53,7,91,dcrb,7.055
44,18,34,dcrb,7.054
44,18,46,dcrb,7.053
53,7,82,dcrb,7.048
44,8,32,dcrb,7.045
53,8,15,dcrb,7.045
44,8,62,dcrb,7.044
53,18,17,dcrb,7.044
44,8,0,dcrb,7.043
53,7,78,dcrb,7.043
53,18,46,dcrb,7.035
53,18,93,dcrb,7.028
53,8,3,dcrb,7.025
53,18,69,dcrb,7.02
53,7,80,dcrb,7.018
53,3,50,dcrb,7.013
53,14,81,dcrb,7.011
44,7,88,dcrb,7.008
44,3,31,dcrb,7.007
53,8,21,dcrb,7.004
53,7,73,dcrb,7.002
53,7,77,dcrb,6.998
53,18,55,dcrb,6.998
53,14,80,dcrb,6.996
53,18,60,dcrb,6.994
44,18,40,dcrb,6.992
44,14,85,dcrb,6.99
44,3,13,dcrb,6.988
53,7,86,dcrb,6.984
53,14,82,dcrb,6.979
44,18,23,dcrb,6.977
53,18,31,dcrb,6.973
44,8,6,dcrb,6.972
44,18,17,dcrb,6.971
44,8,51,dcrb,6.969
44,7,77,dcrb,6.964
53,8,12,dcrb,6.964
53,18,78,dcrb,6.964
53,18,23,dcrb,6.963
53,7,85,dcrb,6.961
53,8,58,dcrb,6.953
44,3,53,dcrb,6.95
53,18,37,dcrb,6.95
44,7,85,dcrb,6.949
44,8,63,dcrb,6.947
53,7,79,dcrb,6.942
44,8,22,dcrb,6.941
44,14,84,dcrb,6.941
44,18,64,dcrb,6.94
44,7,94,dcrb,6.931
53,18,26,dcrb,6.931
44,8,20,dcrb,6.93
53,8,20,dcrb,6.928
44,7,91,dcrb,6.924
44,3,49,dcrb,6.922
44,18,43,dcrb,6.921
53,18,58,dcrb,6.916
44,8,12,dcrb,6.912
53,8,7,dcrb,6.912
44,3,0,dcrb,6.908
53,18,66,dcrb,6.908
44,18,20,dcrb,6.906
44,3,54,dcrb,6.902
44,8,57,dcrb,6.899
44,18,26,dcrb,6.899
44,18,58,dcrb,6.898
53,18,29,dcrb,6.898
44,18,29,dcrb,6.897
44,18,37,dcrb,6.893
53,8,14,dcrb,6.893
53,7,92,dcrb,6.892
44,3,21,dcrb,6.891
53,18,52,dcrb,6.887
53,7,88,dcrb,6.885
44,18,35,dcrb,6.879
44,18,61,dcrb,6.873
44,18,49,dcrb,6.871
53,18,35,dcrb,6.871
44,18,70,dcrb,6.87
53,18,81,dcrb,6.867
44,8,4,dcrb,6.866
44,8,50,dcrb,6.865
53,7,83,dcrb,6.863
53,18,95,dcrb,6.853
44,3,24,dcrb,6.852
53,3,55,dcrb,6.849
53,7,89,dcrb,6.848
53,8,28,dcrb,6.847
53,7,94,dcrb,6.839
53,18,56,dcrb,6.838
84,7,5,fadc,6.836
44,14,83,dcrb,6.835
44,8,1,dcrb,6.832
44,8,56,dcrb,6.832
53,18,87,dcrb,6.829
44,7,95,dcrb,6.822
44,9,8,dcrb,6.818
53,8,59,dcrb,6.813
53,18,49,dcrb,6.813
53,18,38,dcrb,6.811
44,18,55,dcrb,6.804
44,3,8,dcrb,6.801
44,14,82,dcrb,6.801
44,18,38,dcrb,6.797
44,14,81,dcrb,6.794
53,8,10,dcrb,6.794
44,14,80,dcrb,6.793
46,15,63,dcrb,6.79
44,8,10,dcrb,6.789
44,18,54,dcrb,6.782
53,18,90,dcrb,6.778
53,8,1,dcrb,6.775
53,18,72,dcrb,6.773
53,18,50,dcrb,6.769
44,18,72,dcrb,6.764
44,18,41,dcrb,6.76
44,3,45,dcrb,6.759
44,8,16,dcrb,6.759
54,20,71,dcrb,6.757
44,8,69,dcrb,6.755
53,8,13,dcrb,6.755
53,18,47,dcrb,6.755
44,3,44,dcrb,6.754
53,7,95,dcrb,6.753
53,8,55,dcrb,6.751
44,8,18,dcrb,6.749
53,14,74,dcrb,6.748
53,19,12,dcrb,6.747
44,18,44,dcrb,6.744
44,8,7,dcrb,6.741
44,18,47,dcrb,6.741
53,8,72,dcrb,6.74
44,18,60,dcrb,6.738
44,19,4,dcrb,6.738
44,19,12,dcrb,6.728
44,19,56,dcrb,6.728
53,14,77,dcrb,6.728
53,18,61,dcrb,6.727
53,18,62,dcrb,6.727
53,8,22,dcrb,6.726
44,19,27,dcrb,6.725
44,19,18,dcrb,6.721
53,8,33,dcrb,6.72
53,8,51,dcrb,6.719
44,19,57,dcrb,6.718
53,3,51,dcrb,6.716
53,18,64,dcrb,6.714
44,3,29,dcrb,6.712
44,8,5,dcrb,6.712
44,8,13,dcrb,6.711
44,8,34,dcrb,6.71
44,18,66,dcrb,6.71
53,18,70,dcrb,6.71
53,8,29,dcrb,6.709
53,14,78,dcrb,6.707
53,3,54,dcrb,6.706
53,8,16,dcrb,6.703
53,18,59,dcrb,6.699
44,3,3,dcrb,6.698
44,8,64,dcrb,6.697
53,19,3,dcrb,6.694
53,18,84,dcrb,6.69
44,18,53,dcrb,6.689
44,3,28,dcrb,6.687
54,20,15,dcrb,6.687
44,3,17,dcrb,6.686
44,18,90,dcrb,6.683
44,19,3,dcrb,6.681
53,18,53,dcrb,6.677
44,18,59,dcrb,6.676
53,8,11,dcrb,6.667
53,18,74,dcrb,6.665
44,9,2,dcrb,6.663
53,8,27,dcrb,6.663
44,14,78,dcrb,6.662
44,14,79,dcrb,6.658
53,3,53,dcrb,6.658
44,18,76,dcrb,6.654
44,18,50,dcrb,6.649
44,3,10,dcrb,6.647
44,18,65,dcrb,6.647
44,8,11,dcrb,6.644
53,8,60,dcrb,6.643
53,18,79,dcrb,6.643
53,18,82,dcrb,6.637
44,8,75,dcrb,6.635
53,8,61,dcrb,6.634
44,14,75,dcrb,6.633
53,8,88,dcrb,6.633
44,19,9,dcrb,6.632
53,18,68,dcrb,6.632
53,18,92,dcrb,6.629
53,14,76,dcrb,6.623
44,8,40,dcrb,6.622
53,18,67,dcrb,6.621
54,20,50,dcrb,6.62
44,9,9,dcrb,6.616
53,18,88,dcrb,6.615
53,8,62,dcrb,6.614
53,8,73,dcrb,6.611
44,18,67,dcrb,6.607
44,18,56,dcrb,6.599
44,19,33,dcrb,6.597
53,8,53,dcrb,6.597
44,8,85,dcrb,6.596
53,19,13,dcrb,6.591
53,8,66,dcrb,6.59
53,8,19,dcrb,6.585
44,18,78,dcrb,6.579
53,8,30,dcrb,6.579
53,18,65,dcrb,6.577
44,14,76,dcrb,6.576
53,8,17,dcrb,6.575
44,18,73,dcrb,6.574
44,8,36,dcrb,6.572
44,19,15,dcrb,6.571
44,18,94,dcrb,6.565
44,8,17,dcrb,6.564
44,19,28,dcrb,6.563
54,20,65,dcrb,6.563
53,3,48,dcrb,6.559
44,14,74,dcrb,6.558
53,18,73,dcrb,6.558
44,8,81,dcrb,6.557
44,19,0,dcrb,6.557
53,8,34,dcrb,6.557
53,18,94,dcrb,6.556
44,14,72,dcrb,6.555
53,8,32,dcrb,6.555
53,19,15,dcrb,6.555
44,3,9,dcrb,6.551
53,8,39,dcrb,6.55
84,7,7,fadc,6.549
53,19,0,dcrb,6.549
44,18,71,dcrb,6.546
44,18,82,dcrb,6.545
44,18,62,dcrb,6.544
53,19,21,dcrb,6.541
53,19,9,dcrb,6.54
44,18,84,dcrb,6.537
53,8,48,dcrb,6.534
53,18,71,dcrb,6.532
53,18,91,dcrb,6.532
53,14,73,dcrb,6.525
44,14,77,dcrb,6.524
44,18,88,dcrb,6.523
53,8,31,dcrb,6.521
44,8,25,dcrb,6.519
53,19,24,dcrb,6.518
44,8,68,dcrb,6.517
44,18,68,dcrb,6.51
44,8,86,dcrb,6.507
44,19,5,dcrb,6.506
44,19,63,dcrb,6.506
53,8,36,dcrb,6.506
53,19,4,dcrb,6.506
53,8,23,dcrb,6.504
44,19,6,dcrb,6.503
44,14,73,dcrb,6.501
53,18,86,dcrb,6.501
53,19,33,dcrb,6.499
53,8,79,dcrb,6.492
53,18,77,dcrb,6.491
53,18,80,dcrb,6.491
53,8,68,dcrb,6.49
44,8,47,dcrb,6.488
53,14,75,dcrb,6.487
44,19,17,dcrb,6.477
44,8,35,dcrb,6.476
53,14,71,dcrb,6.473
44,8,41,dcrb,6.472
53,8,45,dcrb,6.471
44,3,4,dcrb,6.468
53,8,41,dcrb,6.468
53,8,78,dcrb,6.467
44,18,79,dcrb,6.466
53,18,83,dcrb,6.464
44,19,21,dcrb,6.463
53,8,89,dcrb,6.461
53,14,68,dcrb,6.461
44,8,70,dcrb,6.46
53,19,6,dcrb,6.46
46,15,64,dcrb,6.458
44,8,42,dcrb,6.451
53,8,37,dcrb,6.445
44,8,87,dcrb,6.443
44,18,85,dcrb,6.441
44,18,77,dcrb,6.44
53,19,39,dcrb,6.44
44,8,29,dcrb,6.429
44,18,91,dcrb,6.423
44,19,39,dcrb,6.42
53,8,44,dcrb,6.418
53,18,85,dcrb,6.418
44,8,37,dcrb,6.415
44,18,83,dcrb,6.412
44,19,52,dcrb,6.411
44,18,74,dcrb,6.409
53,8,42,dcrb,6.405
44,8,48,dcrb,6.398
44,8,54,dcrb,6.395
44,8,58,dcrb,6.386
44,8,71,dcrb,6.382
44,19,50,dcrb,6.381
53,19,45,dcrb,6.378
53,8,43,dcrb,6.377
44,19,8,dcrb,6.374
44,18,80,dcrb,6.37
53,19,18,dcrb,6.37
53,19,27,dcrb,6.368
44,3,6,dcrb,6.365
44,14,70,dcrb,6.364
44,19,1,dcrb,6.361
53,19,2,dcrb,6.361
44,19,40,dcrb,6.36
44,8,76,dcrb,6.359
53,14,72,dcrb,6.359
44,8,46,dcrb,6.354
53,19,1,dcrb,6.349
53,19,40,dcrb,6.348
53,19,10,dcrb,6.346
53,19,20,dcrb,6.346
53,18,89,dcrb,6.345
53,8,54,dcrb,6.342
44,8,55,dcrb,6.341
53,3,49,dcrb,6.341
53,8,74,dcrb,6.338
44,18,86,dcrb,6.328
53,8,35,dcrb,6.328
53,19,30,dcrb,6.328
44,19,10,dcrb,6.325
44,14,69,dcrb,6.321
44,18,51,dcrb,6.313
44,18,89,dcrb,6.313
44,19,24,dcrb,6.312
44,18,95,dcrb,6.305
44,19,7,dcrb,6.305
44,19,11,dcrb,6.304
44,19,2,dcrb,6.302
53,8,49,dcrb,6.301
53,19,5,dcrb,6.3
44,3,20,dcrb,6.296
44,19,53,dcrb,6.296
44,19,54,dcrb,6.295
44,8,60,dcrb,6.291
53,19,36,dcrb,6.287
53,8,86,dcrb,6.285
44,19,14,dcrb,6.281
44,8,52,dcrb,6.279
53,19,8,dcrb,6.278
44,14,71,dcrb,6.272
44,19,64,dcrb,6.272
53,19,16,dcrb,6.27
44,14,68,dcrb,6.267
44,18,92,dcrb,6.265
44,19,45,dcrb,6.265
44,8,74,dcrb,6.261
44,19,16,dcrb,6.259
44,19,38,dcrb,6.258
53,8,93,dcrb,6.255
53,19,7,dcrb,6.253
53,19,14,dcrb,6.253
44,8,49,dcrb,6.252
44,8,66,dcrb,6.245
53,19,51,dcrb,6.237
29,8,4,fadc,6.236
53,19,32,dcrb,6.235
44,19,30,dcrb,6.233
53,8,80,dcrb,6.231
53,14,69,dcrb,6.228
53,19,28,dcrb,6.227
44,19,22,dcrb,6.222
53,8,63,dcrb,6.221
53,19,38,dcrb,6.221
44,8,65,dcrb,6.219
53,19,25,dcrb,6.217
44,8,80,dcrb,6.216
53,14,70,dcrb,6.215
44,14,67,dcrb,6.212
44,19,13,dcrb,6.206
53,8,47,dcrb,6.206
53,19,57,dcrb,6.201
53,19,19,dcrb,6.2
53,19,22,dcrb,6.199
44,3,5,dcrb,6.197
53,19,17,dcrb,6.195
53,8,69,dcrb,6.193
53,14,67,dcrb,6.19
44,19,36,dcrb,6.184
53,8,82,dcrb,6.184
53,19,11,dcrb,6.182
44,3,26,dcrb,6.18
53,8,75,dcrb,6.179
44,14,66,dcrb,6.175
44,19,51,dcrb,6.173
44,19,37,dcrb,6.172
44,19,19,dcrb,6.168
53,14,62,dcrb,6.165
44,19,58,dcrb,6.158
53,8,64,dcrb,6.154
53,3,52,dcrb,6.151
44,19,34,dcrb,6.146
54,20,21,dcrb,6.146
53,19,44,dcrb,6.139
53,8,92,dcrb,6.137
44,8,61,dcrb,6.136
44,19,20,dcrb,6.124
53,9,43,dcrb,6.124
53,14,65,dcrb,6.123
53,19,34,dcrb,6.122
44,3,16,dcrb,6.121
53,8,70,dcrb,6.12
53,19,42,dcrb,6.12
54,20,63,dcrb,6.117
44,19,48,dcrb,6.114
44,8,53,dcrb,6.113
44,9,73,dcrb,6.11
44,19,44,dcrb,6.109
54,20,91,dcrb,6.105
53,9,2,dcrb,6.104
44,8,59,dcrb,6.103
53,19,31,dcrb,6.101
54,20,85,dcrb,6.099
53,20,14,dcrb,6.097
44,18,93,dcrb,6.093
44,19,25,dcrb,6.089
53,19,48,dcrb,6.088
44,19,26,dcrb,6.082
44,19,23,dcrb,6.08
44,18,57,dcrb,6.072
53,19,63,dcrb,6.068
53,19,37,dcrb,6.064
44,19,42,dcrb,6.063
44,19,65,dcrb,6.063
53,19,23,dcrb,6.063
53,8,81,dcrb,6.053
53,19,50,dcrb,6.052
53,8,90,dcrb,6.051
53,19,81,dcrb,6.05
53,8,94,dcrb,6.047
44,19,32,dcrb,6.045
44,14,64,dcrb,6.042
44,19,31,dcrb,6.039
44,18,69,dcrb,6.033
44,8,79,dcrb,6.03
53,19,56,dcrb,6.03
44,14,65,dcrb,6.029
53,19,69,dcrb,6.021
53,19,26,dcrb,6.019
53,19,54,dcrb,6.019
53,19,46,dcrb,6.015
53,19,41,dcrb,6.014
44,8,84,dcrb,6.003
53,9,31,dcrb,6.003
44,3,25,dcrb,5.999
44,19,29,dcrb,5.999
53,9,8,dcrb,5.998
44,14,62,dcrb,5.996
53,20,4,dcrb,5.996
44,8,67,dcrb,5.995
53,8,91,dcrb,5.991
44,19,59,dcrb,5.99
53,8,87,dcrb,5.988
44,19,46,dcrb,5.983
53,8,65,dcrb,5.983
53,19,29,dcrb,5.983
44,8,78,dcrb,5.981
44,18,75,dcrb,5.976
53,14,66,dcrb,5.974
44,14,63,dcrb,5.973
44,19,35,dcrb,5.973
44,8,93,dcrb,5.971
53,8,67,dcrb,5.967
44,19,41,dcrb,5.955
44,19,55,dcrb,5.952
53,19,43,dcrb,5.951
44,19,43,dcrb,5.938
53,19,58,dcrb,5.935
53,19,72,dcrb,5.935
53,19,60,dcrb,5.933
53,19,52,dcrb,5.931
53,19,64,dcrb,5.925
44,19,69,dcrb,5.915
53,19,35,dcrb,5.914
53,9,12,dcrb,5.909
44,8,73,dcrb,5.905
53,14,64,dcrb,5.903
44,8,82,dcrb,5.902
53,19,66,dcrb,5.899
53,9,13,dcrb,5.896
54,20,51,dcrb,5.896
53,8,76,dcrb,5.894
53,19,78,dcrb,5.885
53,8,71,dcrb,5.884
54,20,56,dcrb,5.883
53,9,40,dcrb,5.881
44,14,61,dcrb,5.877
53,8,85,dcrb,5.871
53,19,49,dcrb,5.867
53,19,55,dcrb,5.867
44,9,15,dcrb,5.865
44,19,49,dcrb,5.865
44,3,52,dcrb,5.86
44,9,6,dcrb,5.857
53,19,87,dcrb,5.857
53,19,80,dcrb,5.854
44,19,60,dcrb,5.852
53,8,77,dcrb,5.851
44,8,92,dcrb,5.85
44,14,59,dcrb,5.85
53,9,20,dcrb,5.849
53,19,75,dcrb,5.845
44,19,75,dcrb,5.841
53,14,59,dcrb,5.841
44,19,47,dcrb,5.834
44,19,90,dcrb,5.833
53,19,47,dcrb,5.832
44,14,58,dcrb,5.828
44,19,81,dcrb,5.823
44,14,60,dcrb,5.821
44,8,91,dcrb,5.816
53,9,9,dcrb,5.813
44,9,3,dcrb,5.807
44,8,83,dcrb,5.804
44,8,77,dcrb,5.793
44,9,10,dcrb,5.793
44,8,94,dcrb,5.787
53,14,56,dcrb,5.783
53,14,61,dcrb,5.78
53,19,53,dcrb,5.778
53,8,84,dcrb,5.775
53,14,63,dcrb,5.775
44,9,4,dcrb,5.774
53,19,62,dcrb,5.773
53,9,37,dcrb,5.769
44,19,62,dcrb,5.766
53,19,84,dcrb,5.762
44,9,7,dcrb,5.749
44,14,56,dcrb,5.747
54,20,45,dcrb,5.745
53,19,68,dcrb,5.742
53,20,3,dcrb,5.738
44,19,72,dcrb,5.735
44,9,0,dcrb,5.733
53,19,70,dcrb,5.733
44,19,61,dcrb,5.73
44,18,87,dcrb,5.729
53,19,65,dcrb,5.725
44,14,57,dcrb,5.721
44,8,90,dcrb,5.717
53,8,83,dcrb,5.715
44,9,14,dcrb,5.712
53,19,76,dcrb,5.708
53,19,73,dcrb,5.699
44,8,88,dcrb,5.697
53,19,61,dcrb,5.697
53,9,3,dcrb,5.691
44,18,63,dcrb,5.689
44,19,68,dcrb,5.686
53,9,0,dcrb,5.683
53,19,59,dcrb,5.683
44,19,89,dcrb,5.68
53,14,58,dcrb,5.679
44,19,70,dcrb,5.676
53,9,4,dcrb,5.676
44,19,67,dcrb,5.662
53,19,67,dcrb,5.661
53,9,21,dcrb,5.652
44,9,20,dcrb,5.65
53,19,88,dcrb,5.647
44,19,78,dcrb,5.645
44,8,89,dcrb,5.638
53,9,5,dcrb,5.637
44,19,84,dcrb,5.624
44,19,87,dcrb,5.624
44,18,81,dcrb,5.619
53,19,93,dcrb,5.616
53,14,60,dcrb,5.615
44,19,76,dcrb,5.606
53,9,15,dcrb,5.606
53,8,95,dcrb,5.599
44,14,55,dcrb,5.598
53,19,74,dcrb,5.587
53,19,71,dcrb,5.586
44,19,71,dcrb,5.579
44,9,12,dcrb,5.577
44,19,93,dcrb,5.572
53,19,86,dcrb,5.57
53,19,82,dcrb,5.565
53,3,30,dcrb,5.561
44,8,95,dcrb,5.559
44,9,5,dcrb,5.558
44,19,73,dcrb,5.552
53,19,79,dcrb,5.55
53,9,1,dcrb,5.546
44,9,1,dcrb,5.543
53,3,24,dcrb,5.534
54,20,26,dcrb,5.531
44,19,82,dcrb,5.529
53,20,10,dcrb,5.529
84,8,4,fadc,5.526
44,19,80,dcrb,5.526
44,19,83,dcrb,5.524
53,19,77,dcrb,5.523
54,20,62,dcrb,5.523
53,19,90,dcrb,5.522
44,9,21,dcrb,5.516
53,9,14,dcrb,5.515
53,14,55,dcrb,5.515
44,19,74,dcrb,5.511
53,20,15,dcrb,5.509
44,9,13,dcrb,5.502
44,14,54,dcrb,5.5
53,9,6,dcrb,5.496
44,9,18,dcrb,5.491
53,14,53,dcrb,5.476
53,19,85,dcrb,5.474
29,8,6,fadc,5.471
44,9,11,dcrb,5.47
53,14,50,dcrb,5.47
53,19,83,dcrb,5.465
53,19,94,dcrb,5.464
44,19,77,dcrb,5.463
53,20,0,dcrb,5.463
44,20,0,dcrb,5.461
53,19,91,dcrb,5.451
54,20,39,dcrb,5.451
44,20,3,dcrb,5.45
44,19,94,dcrb,5.448
44,19,88,dcrb,5.446
53,9,28,dcrb,5.435
53,19,89,dcrb,5.435
44,9,16,dcrb,5.426
44,14,53,dcrb,5.419
44,19,85,dcrb,5.415
53,19,92,dcrb,5.404
54,20,27,dcrb,5.402
53,9,27,dcrb,5.401
44,14,50,dcrb,5.397
53,20,9,dcrb,5.397
44,19,86,dcrb,5.393
54,20,84,dcrb,5.384
53,20,21,dcrb,5.382
53,20,2,dcrb,5.38
53,9,10,dcrb,5.379
53,20,18,dcrb,5.371
54,9,86,dcrb,5.37
44,20,4,dcrb,5.359
44,14,52,dcrb,5.357
53,9,44,dcrb,5.339
44,19,92,dcrb,5.336
54,20,14,dcrb,5.336
53,20,1,dcrb,5.334
44,20,6,dcrb,5.333
54,20,38,dcrb,5.333
53,9,11,dcrb,5.329
53,19,95,dcrb,5.324
44,19,91,dcrb,5.318
44,9,26,dcrb,5.315
53,20,7,dcrb,5.304
44,9,19,dcrb,5.297
44,20,9,dcrb,5.296
53,20,11,dcrb,5.293
44,14,51,dcrb,5.281
53,9,16,dcrb,5.277
53,20,5,dcrb,5.271
44,9,17,dcrb,5.265
44,9,32,dcrb,5.264
44,20,1,dcrb,5.262
53,9,18,dcrb,5.253
53,9,17,dcrb,5.239
44,9,23,dcrb,5.237
53,14,44,dcrb,5.227
44,20,5,dcrb,5.224
44,20,15,dcrb,5.222
53,9,38,dcrb,5.211
53,14,47,dcrb,5.207
53,20,8,dcrb,5.203
54,20,44,dcrb,5.202
44,9,37,dcrb,5.199
44,19,95,dcrb,5.198
53,20,17,dcrb,5.194
53,20,12,dcrb,5.192
29,7,4,fadc,5.191
53,9,26,dcrb,5.191
44,20,7,dcrb,5.184
54,20,90,dcrb,5.182
44,14,49,dcrb,5.178
44,20,12,dcrb,5.177
53,14,49,dcrb,5.174
53,14,57,dcrb,5.174
44,9,22,dcrb,5.173
44,20,10,dcrb,5.171
53,9,23,dcrb,5.169
46,15,62,dcrb,5.164
53,9,22,dcrb,5.157
53,9,29,dcrb,5.153
53,9,46,dcrb,5.153
44,9,27,dcrb,5.149
53,20,16,dcrb,5.143
53,9,19,dcrb,5.136
53,9,32,dcrb,5.135
53,20,30,dcrb,5.133
53,20,13,dcrb,5.129
53,14,52,dcrb,5.124
44,14,48,dcrb,5.123
53,20,20,dcrb,5.121
53,9,7,dcrb,5.119
53,3,18,dcrb,5.118
54,8,21,dcrb,5.102
53,14,54,dcrb,5.096
53,20,33,dcrb,5.083
44,9,25,dcrb,5.077
44,20,37,dcrb,5.075
44,14,47,dcrb,5.074
84,8,6,fadc,5.07
44,9,33,dcrb,5.069
53,20,26,dcrb,5.067
44,20,13,dcrb,5.06
44,20,34,dcrb,5.059
53,20,27,dcrb,5.059
44,20,2,dcrb,5.049
44,14,44,dcrb,5.048
44,9,24,dcrb,5.047
53,20,24,dcrb,5.045
54,20,8,dcrb,5.044
44,20,32,dcrb,5.042
53,9,24,dcrb,5.04
53,20,19,dcrb,5.036
53,20,22,dcrb,5.032
54,20,33,dcrb,5.029
53,9,25,dcrb,5.023
53,20,32,dcrb,5.015
44,20,11,dcrb,5.014
44,20,33,dcrb,5.014
44,9,28,dcrb,5.013
44,9,35,dcrb,5.011
44,9,29,dcrb,4.993
44,20,38,dcrb,4.987
44,20,43,dcrb,4.979
53,3,27,dcrb,4.978
44,20,35,dcrb,4.969
53,20,25,dcrb,4.963
53,9,33,dcrb,4.962
53,9,35,dcrb,4.952
53,14,51,dcrb,4.949
44,14,46,dcrb,4.94
53,9,30,dcrb,4.938
53,20,28,dcrb,4.928
44,9,30,dcrb,4.927
53,9,34,dcrb,4.922
53,9,54,dcrb,4.912
44,20,40,dcrb,4.91
44,9,39,dcrb,4.907
53,20,23,dcrb,4.892
44,9,31,dcrb,4.889
44,14,45,dcrb,4.888
53,14,43,dcrb,4.885
44,20,39,dcrb,4.852
53,20,31,dcrb,4.845
44,20,41,dcrb,4.837
29,7,6,fadc,4.835
44,20,46,dcrb,4.827
53,20,38,dcrb,4.823
44,9,40,dcrb,4.813
44,20,44,dcrb,4.809
54,9,20,dcrb,4.809
44,9,36,dcrb,4.805
44,9,34,dcrb,4.801
53,9,36,dcrb,4.801
53,14,48,dcrb,4.795
53,14,46,dcrb,4.794
53,3,28,dcrb,4.786
53,20,34,dcrb,4.784
44,9,45,dcrb,4.783
44,14,43,dcrb,4.782
44,20,17,dcrb,4.782
53,20,29,dcrb,4.779
53,14,45,dcrb,4.768
53,20,40,dcrb,4.755
53,20,39,dcrb,4.754
53,3,22,dcrb,4.753
45,8,60,dcrb,4.749
44,9,44,dcrb,4.734
53,20,36,dcrb,4.733
44,20,47,dcrb,4.72
53,20,44,dcrb,4.72
44,9,41,dcrb,4.717
53,14,41,dcrb,4.717
44,9,48,dcrb,4.713
53,20,37,dcrb,4.707
53,9,50,dcrb,4.699
53,9,39,dcrb,4.69
53,20,35,dcrb,4.69
53,20,45,dcrb,4.688
44,20,45,dcrb,4.679
9,4,1,fadc,4.675
44,20,18,dcrb,4.653
44,9,50,dcrb,4.649
44,14,41,dcrb,4.649
44,14,42,dcrb,4.648
44,20,23,dcrb,4.641
53,20,42,dcrb,4.629
44,20,20,dcrb,4.627
44,14,38,dcrb,4.621
53,9,49,dcrb,4.605
44,9,46,dcrb,4.597
44,9,42,dcrb,4.579
44,9,55,dcrb,4.574
44,20,8,dcrb,4.574
44,9,43,dcrb,4.573
25,18,11,fadc,4.572
53,14,40,dcrb,4.565
44,20,24,dcrb,4.561
54,20,57,dcrb,4.558
53,9,51,dcrb,4.546
44,20,19,dcrb,4.545
44,20,21,dcrb,4.542
84,7,4,fadc,4.533
53,14,38,dcrb,4.53
53,20,41,dcrb,4.524
44,14,40,dcrb,4.521
44,20,14,dcrb,4.519
53,20,43,dcrb,4.494
44,20,26,dcrb,4.493
53,9,47,dcrb,4.492
53,20,46,dcrb,4.49
44,20,29,dcrb,4.468
44,9,47,dcrb,4.467
44,20,27,dcrb,4.455
53,20,48,dcrb,4.451
53,14,42,dcrb,4.443
53,20,47,dcrb,4.443
44,14,39,dcrb,4.431
44,20,25,dcrb,4.431
44,9,49,dcrb,4.429
53,20,50,dcrb,4.426
44,9,51,dcrb,4.425
54,9,26,dcrb,4.406
44,20,42,dcrb,4.403
44,20,30,dcrb,4.394
53,20,51,dcrb,4.394
44,9,56,dcrb,4.378
44,20,48,dcrb,4.36
53,9,56,dcrb,4.36
53,20,49,dcrb,4.354
54,9,95,dcrb,4.35
53,20,52,dcrb,4.345
44,20,51,dcrb,4.343
53,14,37,dcrb,4.341
54,20,3,dcrb,4.34
53,9,52,dcrb,4.338
54,9,62,dcrb,4.329
53,9,53,dcrb,4.32
44,9,52,dcrb,4.314
54,19,93,dcrb,4.309
53,3,21,dcrb,4.308
44,14,37,dcrb,4.307
53,9,62,dcrb,4.305
84,7,6,fadc,4.301
53,3,31,dcrb,4.294
44,9,59,dcrb,4.29
53,9,57,dcrb,4.29
53,20,60,dcrb,4.29
53,3,25,dcrb,4.289
53,9,58,dcrb,4.284
44,9,53,dcrb,4.283
44,9,62,dcrb,4.278
44,20,36,dcrb,4.278
53,20,58,dcrb,4.272
44,20,52,dcrb,4.266
44,20,49,dcrb,4.263
53,3,20,dcrb,4.259
44,20,54,dcrb,4.244
53,9,55,dcrb,4.241
53,20,57,dcrb,4.24
44,9,54,dcrb,4.238
53,20,59,dcrb,4.233
44,20,31,dcrb,4.229
44,20,57,dcrb,4.226
53,9,61,dcrb,4.225
54,20,64,dcrb,4.222
44,9,57,dcrb,4.214
53,20,53,dcrb,4.214
44,14,35,dcrb,4.213
53,20,54,dcrb,4.206
53,20,56,dcrb,4.204
53,9,59,dcrb,4.19
